2024-08-29 14:17:48,104 Total fires detected: 0, Current fire count: 0, Max fire box: None, Avg confidence: 0.00, Center position: None
2024-08-29 14:17:48,222 Total fires detected: 0, Current fire count: 0, Max fire box: None, Avg confidence: 0.00, Center position: None
2024-08-29 14:17:49,260 Total fires detected: 2, Current fire count: 2, Max fire box: (458, 4, 1159, 652), Avg confidence: 0.58, Center position: (710, 350)
2024-09-19 16:55:58,484 Total fires detected: 4, Current fire count: 1, Max fire box: (336, 130, 408, 268), Avg confidence: 0.48, Center position: (372, 199)
2024-09-19 16:55:59,532 Total fires detected: 4, Current fire count: 1, Max fire box: (337, 130, 409, 266), Avg confidence: 0.46, Center position: (373, 198)
2024-09-19 16:56:00,578 Total fires detected: 5, Current fire count: 2, Max fire box: (165, 1, 495, 304), Avg confidence: 0.00, Center position: (257, 226)
2024-09-19 16:56:01,628 Total fires detected: 5, Current fire count: 2, Max fire box: (197, 0, 483, 343), Avg confidence: 0.27, Center position: (262, 236)
2024-09-19 16:56:02,675 Total fires detected: 5, Current fire count: 2, Max fire box: (156, 1, 485, 343), Avg confidence: 0.00, Center position: (254, 245)
2024-09-19 16:56:03,729 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.35, Center position: (288, 268)
2024-09-19 16:56:04,739 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.28, Center position: (282, 266)
2024-09-19 16:56:05,785 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.41, Center position: (232, 275)
2024-09-19 16:56:06,820 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.00, Center position: (231, 284)
2024-09-19 16:56:07,863 Total fires detected: 6, Current fire count: 3, Max fire box: (215, 0, 499, 327), Avg confidence: 0.44, Center position: (243, 289)
2024-09-19 16:56:08,924 Total fires detected: 6, Current fire count: 2, Max fire box: (10, 167, 205, 355), Avg confidence: 0.33, Center position: (177, 361)
2024-09-19 16:56:09,963 Total fires detected: 6, Current fire count: 2, Max fire box: (35, 224, 291, 417), Avg confidence: 0.00, Center position: (205, 390)
2024-09-19 16:56:11,027 Total fires detected: 6, Current fire count: 2, Max fire box: (18, 229, 197, 443), Avg confidence: 0.46, Center position: (178, 432)
2024-09-19 16:56:12,028 Total fires detected: 6, Current fire count: 2, Max fire box: (117, 511, 446, 567), Avg confidence: 0.28, Center position: (191, 451)
2024-09-19 16:56:13,090 Total fires detected: 6, Current fire count: 2, Max fire box: (69, 347, 239, 483), Avg confidence: 0.35, Center position: (236, 487)
2024-09-19 16:56:14,115 Total fires detected: 6, Current fire count: 2, Max fire box: (178, 533, 458, 588), Avg confidence: 0.00, Center position: (277, 554)
2024-09-19 16:56:15,126 Total fires detected: 7, Current fire count: 3, Max fire box: (25, 258, 171, 436), Avg confidence: 0.33, Center position: (216, 479)
2024-09-19 16:56:16,151 Total fires detected: 7, Current fire count: 3, Max fire box: (58, 212, 195, 383), Avg confidence: 0.29, Center position: (226, 462)
2024-09-19 16:56:17,163 Total fires detected: 8, Current fire count: 4, Max fire box: (45, 55, 521, 415), Avg confidence: 0.00, Center position: (288, 389)
2024-09-19 16:56:18,169 Total fires detected: 9, Current fire count: 3, Max fire box: (52, 8, 528, 342), Avg confidence: 0.00, Center position: (196, 322)
2024-09-19 16:56:19,194 Total fires detected: 10, Current fire count: 3, Max fire box: (38, 5, 529, 313), Avg confidence: 0.42, Center position: (207, 304)
2024-09-19 16:56:20,207 Total fires detected: 11, Current fire count: 2, Max fire box: (31, 122, 119, 256), Avg confidence: 0.53, Center position: (72, 214)
2024-09-19 16:56:21,221 Total fires detected: 11, Current fire count: 2, Max fire box: (31, 102, 179, 250), Avg confidence: 0.43, Center position: (87, 208)
2024-09-19 16:56:22,235 Total fires detected: 11, Current fire count: 2, Max fire box: (71, 122, 448, 392), Avg confidence: 0.33, Center position: (164, 248)
2024-09-19 16:56:23,285 Total fires detected: 11, Current fire count: 2, Max fire box: (79, 136, 528, 454), Avg confidence: 0.50, Center position: (186, 267)
2024-09-19 16:56:24,305 Total fires detected: 12, Current fire count: 2, Max fire box: (150, 167, 526, 428), Avg confidence: 0.38, Center position: (203, 268)
2024-09-19 16:56:25,357 Total fires detected: 13, Current fire count: 1, Max fire box: (189, 81, 537, 410), Avg confidence: 0.41, Center position: (363, 245)
2024-09-19 16:56:26,406 Total fires detected: 14, Current fire count: 2, Max fire box: (134, 22, 527, 354), Avg confidence: 0.00, Center position: (263, 254)
2024-09-19 16:56:27,413 Total fires detected: 14, Current fire count: 2, Max fire box: (94, 14, 529, 360), Avg confidence: 0.00, Center position: (254, 253)
2024-09-19 16:56:28,416 Total fires detected: 14, Current fire count: 2, Max fire box: (79, 217, 164, 352), Avg confidence: 0.00, Center position: (106, 284)
2024-09-19 16:56:29,455 Total fires detected: 14, Current fire count: 2, Max fire box: (91, 397, 367, 445), Avg confidence: 0.00, Center position: (160, 352)
2024-09-19 16:56:30,452 Total fires detected: 14, Current fire count: 2, Max fire box: (124, 77, 259, 254), Avg confidence: 0.00, Center position: (141, 224)
2024-09-19 16:56:31,515 Total fires detected: 17, Current fire count: 2, Max fire box: (146, 136, 252, 285), Avg confidence: 0.43, Center position: (293, 290)
2024-09-19 16:56:32,517 Total fires detected: 18, Current fire count: 2, Max fire box: (169, 188, 286, 347), Avg confidence: 0.00, Center position: (307, 349)
2024-09-19 16:56:33,551 Total fires detected: 18, Current fire count: 2, Max fire box: (38, 51, 520, 448), Avg confidence: 0.34, Center position: (333, 340)
2024-09-19 16:56:34,559 Total fires detected: 21, Current fire count: 2, Max fire box: (96, 0, 527, 498), Avg confidence: 0.32, Center position: (208, 332)
2024-09-19 16:56:35,612 Total fires detected: 21, Current fire count: 2, Max fire box: (137, 0, 530, 492), Avg confidence: 0.00, Center position: (235, 302)
2024-09-19 16:56:36,667 Total fires detected: 21, Current fire count: 2, Max fire box: (108, 84, 526, 447), Avg confidence: 0.00, Center position: (224, 311)
2024-09-19 16:56:37,674 Total fires detected: 22, Current fire count: 2, Max fire box: (81, 136, 515, 447), Avg confidence: 0.41, Center position: (190, 338)
2024-09-19 16:56:38,725 Total fires detected: 22, Current fire count: 2, Max fire box: (312, 406, 341, 425), Avg confidence: 0.30, Center position: (333, 418)
2024-09-19 16:56:39,776 Total fires detected: 23, Current fire count: 2, Max fire box: (24, 372, 45, 404), Avg confidence: 0.26, Center position: (187, 405)
2024-09-19 16:56:40,825 Total fires detected: 23, Current fire count: 2, Max fire box: (29, 0, 526, 408), Avg confidence: 0.00, Center position: (149, 278)
2024-09-19 16:56:41,835 Total fires detected: 24, Current fire count: 2, Max fire box: (29, 0, 526, 408), Avg confidence: 0.26, Center position: (264, 231)
2024-09-19 16:56:42,881 Total fires detected: 24, Current fire count: 2, Max fire box: (29, 0, 526, 408), Avg confidence: 0.00, Center position: (258, 233)
2024-09-19 16:56:43,889 Total fires detected: 25, Current fire count: 2, Max fire box: (29, 0, 526, 408), Avg confidence: 0.42, Center position: (292, 394)
2024-09-19 16:56:44,897 Total fires detected: 25, Current fire count: 2, Max fire box: (109, 195, 529, 485), Avg confidence: 0.36, Center position: (279, 439)
2024-09-19 16:56:45,911 Total fires detected: 26, Current fire count: 2, Max fire box: (43, 271, 164, 421), Avg confidence: 0.00, Center position: (194, 423)
2024-09-19 16:56:46,962 Total fires detected: 26, Current fire count: 2, Max fire box: (168, 469, 378, 515), Avg confidence: 0.00, Center position: (274, 487)
